symbol,buy_time,sell_time,quantity,buy_price,sell_price,fee,realized_pnl
ETHUSDT,2024-09-19 17:58:09.655,2024-09-19 18:03:41.539,0.3448,2476.83,2479.09,0.855137,-0.075889
BTCUSDT,2024-09-18 02:25:38.178,2024-09-19 18:59:32.862,2.000000000000092e-05,60168.01,63620.01,0.96704,-0.898
BTCUSDT,2024-09-19 18:48:21.937,2024-09-19 18:59:32.862,0.015179999999999999,63612.01,63620.01,0.967039,-0.845599
BTCUSDT,2024-09-19 18:48:21.937,2024-09-20 04:07:34.238,4.0000000000000105e-05,63612.01,63950.0,0.716255,-0.702736
BTCUSDT,2024-09-19 19:48:43.350,2024-09-20 04:07:34.238,0.0003,63524.93,63950.0,0.716265,-0.588744
BTCUSDT,2024-09-19 19:48:43.350,2024-09-20 04:07:34.238,0.0038,63524.93,63950.0,0.716559,0.898707
BTCUSDT,2024-09-19 23:56:29.758,2024-09-20 04:07:34.238,0.00706,62962.0,63950.0,0.716247,6.259033
BTCUSDT,2024-09-19 23:56:29.758,2024-09-20 04:08:20.279,0.0041,62962.0,64000.0,0.262411,3.993389
SOLUSDT,2024-09-20 20:34:08.348,2024-09-21 00:40:38.594,0.036,146.83,147.5,0.780606,-0.756486
SOLUSDT,2024-09-20 20:34:08.348,2024-09-21 00:40:38.594,4.667,146.83,147.5,0.785237,2.341653
SOLUSDT,2024-09-20 20:34:08.348,2024-09-21 00:40:38.594,0.5890000000000004,146.83,147.5,0.781159,-0.386529
BTCUSDT,2024-09-19 23:56:29.758,2024-09-21 08:58:23.350,4.999999999999883e-05,62962.0,63028.0,0.780298,-0.776998
BTCUSDT,2024-09-21 02:09:16.870,2024-09-21 08:58:23.350,0.00012,62860.01,63028.0,0.780287,-0.760128
BTCUSDT,2024-09-21 02:09:16.870,2024-09-21 08:58:23.350,0.01221,62860.01,63028.0,0.780299,1.270859
ETHUSDT,2024-09-19 17:58:09.655,2024-09-21 12:00:15.116,0.0015000000000000013,2476.83,2557.31,0.780584,-0.659864
ETHUSDT,2024-09-21 11:39:39.358,2024-09-21 12:00:15.116,0.3036,2551.32,2557.31,0.780539,1.038025
BNBUSDT,2024-09-19 11:18:10.073,2024-09-21 23:15:19.211,0.017000000000000126,557.5,589.0,0.080211,0.455289
BNBUSDT,2024-09-21 17:34:10.483,2024-09-21 23:15:19.211,0.11699999999999988,584.9,589.0,0.079014,0.400686
BNBUSDT,2024-09-21 17:34:10.483,2024-09-21 23:15:19.211,0.2,584.9,589.0,0.117964,0.702036
BNBUSDT,2024-09-21 17:34:10.483,2024-09-21 23:15:19.211,0.2,584.9,589.0,0.117997,0.702003
BNBUSDT,2024-09-21 17:34:10.483,2024-09-21 23:15:19.211,0.2,584.9,589.0,0.118045,0.701955
BNBUSDT,2024-09-21 17:34:10.483,2024-09-21 23:15:19.211,0.2,584.9,589.0,0.000475,0.819525
BNBUSDT,2024-09-21 17:34:10.483,2024-09-21 23:15:19.211,0.2,584.9,589.0,0.000631,0.819369
BNBUSDT,2024-09-21 17:34:10.483,2024-09-21 23:15:19.211,0.2,584.9,589.0,0.118726,0.701274
BTCUSDT,2024-09-21 02:09:16.870,2024-09-22 22:40:16.522,6.999999999999888e-05,62860.01,63500.01,0.193687,-0.148887
BTCUSDT,2024-09-22 00:16:28.500,2024-09-22 22:40:16.522,0.0029800000000000013,63330.07,63500.01,0.193678,0.312743
BTCUSDT,2024-09-22 00:16:28.500,2024-09-22 22:40:16.522,0.00305,63330.07,63500.01,0.193679,0.324638
BTCUSDT,2024-09-22 00:16:28.500,2024-09-22 22:40:16.522,0.00305,63330.07,63500.01,0.193681,0.324636
BTCUSDT,2024-09-22 00:16:28.500,2024-09-22 22:40:16.522,0.00305,63330.07,63500.01,0.193686,0.324631
BTCUSDT,2024-09-22 00:16:28.500,2024-09-22 22:40:16.522,0.00018,63330.07,63500.01,0.011438,0.019151
ETHUSDT,2024-09-21 11:39:39.358,2024-09-22 23:21:06.120,0.0001,2551.32,2581.0,0.000274,0.002694
ETHUSDT,2024-09-21 11:39:39.358,2024-09-22 23:21:50.611,0.0018000000000000127,2551.32,2581.0,0.516247,-0.462823
ETHUSDT,2024-09-22 23:11:05.017,2024-09-22 23:21:50.611,0.19809999999999997,2580.79,2581.0,0.51614,-0.474539
ETHUSDT,2024-09-22 23:11:05.017,2024-09-22 23:21:50.611,0.0019000000000000405,2580.79,2581.0,0.268624,-0.268225
ETHUSDT,2024-09-22 23:11:05.017,2024-09-22 23:21:50.611,0.10209999999999995,2580.79,2581.0,0.268526,-0.247085
BTCUSDT,2024-09-22 00:16:28.500,2024-09-22 23:33:22.695,8.99999999999968e-05,63330.07,63480.85,0.662752,-0.649182
BTCUSDT,2024-09-22 23:32:00.919,2024-09-22 23:33:22.695,0.010350000000000003,63452.01,63480.85,0.663579,-0.365085
BNBUSDT,2024-09-21 17:34:10.483,2024-09-23 04:53:47.097,0.016000000000000292,584.9,593.5,0.663346,-0.525746
BNBUSDT,2024-09-23 04:49:34.837,2024-09-23 04:53:47.097,1.0999999999999999,592.9,593.5,0.663171,-0.003171
SOLUSDT,2024-09-20 20:34:08.348,2024-09-24 02:42:20.414,0.005999999999999561,146.83,145.53,0.044254,-0.052054
SOLUSDT,2024-09-23 17:35:41.160,2024-09-24 02:42:20.414,0.074,143.54,145.53,0.043672,0.103588
SOLUSDT,2024-09-23 17:35:43.297,2024-09-24 02:42:20.414,0.22000000000000042,143.54,145.53,0.043698,0.394102
SOLUSDT,2024-09-23 17:35:43.297,2024-09-24 02:42:20.414,0.3,143.54,145.53,0.043735,0.553265
SOLUSDT,2024-09-23 17:35:43.297,2024-09-24 02:42:20.414,0.203,143.54,145.53,0.029668,0.374302
BTCUSDT,2024-09-22 23:32:00.919,2024-09-24 08:56:28.465,8.999999999999633e-05,63452.01,63920.97,0.19261,-0.150403
BTCUSDT,2024-09-23 05:46:49.842,2024-09-24 08:56:28.465,0.0029100000000000037,63838.22,63920.97,0.191766,0.049037
BTCUSDT,2024-09-23 05:46:49.842,2024-09-24 08:56:28.465,0.003,63838.22,63920.97,0.191767,0.056483
BTCUSDT,2024-09-23 05:46:49.842,2024-09-24 08:56:28.465,0.003,63838.22,63920.97,0.19177,0.05648
BTCUSDT,2024-09-23 05:46:49.842,2024-09-24 08:56:28.465,0.00135,63838.22,63920.97,0.086303,0.02541
BTCUSDT,2024-09-23 05:46:49.842,2024-09-24 14:11:01.415,0.00010999999999999682,63838.22,63513.93,0.164511,-0.200183
BTCUSDT,2024-09-24 12:01:03.321,2024-09-24 14:11:01.415,0.002480000000000003,63508.4,63513.93,0.164697,-0.150982
BTCUSDT,2024-09-24 12:01:03.321,2024-09-24 17:52:15.011,0.003,63508.4,63909.99,0.192026,1.012744
BTCUSDT,2024-09-24 12:01:03.321,2024-09-24 17:52:15.011,0.003,63508.4,63909.99,0.192156,1.012614
BTCUSDT,2024-09-24 12:01:03.321,2024-09-24 17:52:15.011,0.003,63508.4,63909.99,0.192486,1.012284
BTCUSDT,2024-09-24 12:01:03.321,2024-09-24 17:52:15.011,0.000859999999999997,63508.4,63909.99,0.192703,0.152664
BTCUSDT,2024-09-24 14:08:31.964,2024-09-24 17:52:15.011,0.002140000000000003,63410.0,63909.99,0.191732,0.878246
BTCUSDT,2024-09-24 14:08:31.964,2024-09-24 17:52:15.011,0.00045999999999999687,63410.0,63909.99,0.187898,0.042097
BTCUSDT,2024-09-24 15:09:17.459,2024-09-24 17:52:15.011,0.002480000000000003,63322.02,63909.99,0.187898,1.270268
BTCUSDT,2024-09-24 15:09:17.459,2024-09-24 19:50:00.993,0.00011999999999999685,63322.02,64066.79,0.953316,-0.863944
BTCUSDT,2024-09-24 19:49:37.998,2024-09-24 19:50:00.993,0.014760000000000004,64000.0,64066.79,0.953329,0.032492
BTCUSDT,2024-09-24 19:49:37.998,2024-09-24 19:52:12.807,0.00013999999999999603,64000.0,64119.9,0.952195,-0.935409
BTCUSDT,2024-09-24 19:50:38.537,2024-09-24 19:52:12.807,0.014710000000000004,64080.01,64119.9,0.952195,-0.365413
BTCUSDT,2024-09-24 19:50:38.537,2024-09-24 20:05:07.570,0.00014999999999999562,64080.01,64402.76,0.951888,-0.903475
BTCUSDT,2024-09-24 19:55:02.224,2024-09-24 20:05:07.570,0.014630000000000004,64308.01,64402.76,0.951887,0.434305
ETHUSDT,2024-09-22 23:11:05.017,2024-09-27 14:10:58.158,0.002200000000000049,2580.79,2670.0,0.698042,-0.50178
ETHUSDT,2024-09-24 22:10:28.543,2024-09-27 14:10:58.158,0.002,2659.67,2670.0,0.69794,-0.67728
ETHUSDT,2024-09-24 22:10:28.587,2024-09-27 14:10:58.158,0.0193,2659.67,2670.0,0.697957,-0.498588
ETHUSDT,2024-09-24 22:10:28.629,2024-09-27 14:10:58.158,0.1119,2659.67,2670.0,0.69805,0.457877
ETHUSDT,2024-09-24 22:10:28.632,2024-09-27 14:10:58.158,0.0575,2659.67,2670.0,0.697995,-0.104021
ETHUSDT,2024-09-24 22:10:28.632,2024-09-27 14:10:58.158,0.06849999999999998,2659.67,2670.0,0.698006,0.009598
ETHUSDT,2024-09-24 22:10:28.632,2024-09-27 14:10:58.158,0.0957,2659.67,2670.0,0.255681,0.7329
BTCUSDT,2024-09-24 19:55:02.224,2024-10-07 00:38:24.643,0.00015999999999999522,64308.01,63000.31,0.102705,-0.311937
BTCUSDT,2024-10-03 09:49:17.858,2024-10-07 00:38:24.643,0.0014700000000000047,60687.05,63000.31,0.102692,3.2978
BNBUSDT,2024-09-23 04:49:34.837,2024-10-15 10:41:25.453,0.017000000000000126,592.9,589.0,0.295338,-0.361638
BNBUSDT,2024-09-29 13:20:18.208,2024-10-15 10:41:25.453,0.4829999999999999,596.9,589.0,0.294862,-4.110562
BNBUSDT,2024-09-29 13:20:18.208,2024-10-15 10:41:32.662,0.5,596.9,589.0,0.295137,-4.245137
BNBUSDT,2024-09-29 13:20:18.208,2024-10-15 10:41:32.662,0.173,596.9,589.0,0.102695,-1.469395
GTCUSDT,2024-12-03 16:36:56.011,2024-12-04 00:09:00.915,22.1,1.228,1.3,0.12779,1.46341
GTCUSDT,2024-12-03 16:36:56.011,2024-12-04 00:09:00.915,59.199999999999996,1.228,1.3,0.16489,4.09751
XLMUSDT,2024-12-04 15:26:47.596,2024-12-04 15:54:19.097,12.0,0.5084,0.4999,0.012006,-0.114006
