asset,free,locked,date
OMNI,0.00000000,0.00000000,2026-02-22
BB,0.00000000,0.00000000,2026-02-22
REZ,0.00000000,0.00000000,2026-02-22
NOT,0.00,0.00,2026-02-22
LISTA,0.00000000,0.00000000,2026-02-22
IO,0.00000000,0.00000000,2026-02-22
ZK,0.00000000,0.00000000,2026-02-22
ZRO,0.00000000,0.00000000,2026-02-22
G,0.00000000,0.00000000,2026-02-22
BANANA,0.00000000,0.00000000,2026-02-22
RENDER,0.00000000,0.00000000,2026-02-22
SLF,0.00000000,0.00000000,2026-02-22
DOGS,0.00,0.00,2026-02-22
EURI,0.00000000,0.00000000,2026-02-22
ONDO,0.00000000,0.00000000,2026-02-22
BNSOL,0.00000000,0.00000000,2026-02-22
LUMIA,0.00000000,0.00000000,2026-02-22
POL,0.00000000,0.00000000,2026-02-22
HMSTR,0.00,0.00,2026-02-22
CATI,0.00000000,0.00000000,2026-02-22
NEIRO,0.00,0.00,2026-02-22
TURBO,0.00000000,0.00000000,2026-02-22
1MBABYDOGE,0.00,0.00,2026-02-22
EIGEN,0.00000000,0.00000000,2026-02-22
SCR,0.00000000,0.00000000,2026-02-22
BFUSD,0.00000000,0.00000000,2026-02-22
KAIA,0.00000000,0.00000000,2026-02-22
CETUS,0.00000000,0.00000000,2026-02-22
PNUT,0.00000000,0.00000000,2026-02-22
ACT,0.00000000,0.00000000,2026-02-22
USUAL,0.00000000,0.00000000,2026-02-22
THE,0.00000000,0.00000000,2026-02-22
ACX,0.00000000,0.00000000,2026-02-22
ORCA,0.00000000,0.00000000,2026-02-22
MOVE,0.00000000,0.00000000,2026-02-22
ME,0.00000000,0.00000000,2026-02-22
VANA,0.00000000,0.00000000,2026-02-22
VELODROME,0.00000000,0.00000000,2026-02-22
PENGU,0.00000000,0.00000000,2026-02-22
1000CAT,0.00000000,0.00000000,2026-02-22
BIO,0.00000000,0.00000000,2026-02-22
SOLV,0.00000000,0.00000000,2026-02-22
D,0.00000000,0.00000000,2026-02-22
S,0.00000000,0.00000000,2026-02-22
AIXBT,0.00000000,0.00000000,2026-02-22
CGPT,0.00000000,0.00000000,2026-02-22
COOKIE,0.00000000,0.00000000,2026-02-22
VIRTUAL,0.00000000,0.00000000,2026-02-22
TRUMP,0.00000000,0.00000000,2026-02-22
ANIME,0.00000000,0.00000000,2026-02-22
BERA,0.00000000,0.00000000,2026-02-22
HEI,0.00000000,0.00000000,2026-02-22
TST,0.00000000,0.00000000,2026-02-22
1000CHEEMS,0.00,0.00,2026-02-22
LAYER,0.00000000,0.00000000,2026-02-22
KAITO,0.00000000,0.00000000,2026-02-22
NIL,0.00000000,0.00000000,2026-02-22
RED,0.00000000,0.00000000,2026-02-22
SHELL,0.00000000,0.00000000,2026-02-22
GPS,0.00000000,0.00000000,2026-02-22
XUSD,0.00000000,0.00000000,2026-02-22
EPIC,0.00000000,0.00000000,2026-02-22
FORM,0.00000000,0.00000000,2026-02-22
BMT,0.00000000,0.00000000,2026-02-22
GUN,0.00000000,0.00000000,2026-02-22
PARTI,0.00000000,0.00000000,2026-02-22
MUBARAK,0.00000000,0.00000000,2026-02-22
BANANAS31,0.00000000,0.00000000,2026-02-22
TUT,0.00000000,0.00000000,2026-02-22
BROCCOLI714,0.00000000,0.00000000,2026-02-22
KERNEL,0.00000000,0.00000000,2026-02-22
BABY,0.00000000,0.00000000,2026-02-22
INIT,0.00000000,0.00000000,2026-02-22
WCT,0.00000000,0.00000000,2026-02-22
BIGTIME,0.00000000,0.00000000,2026-02-22
PLUME,0.00000000,0.00000000,2026-02-22
MORPHO,0.00000000,0.00000000,2026-02-22
SOPH,0.00000000,0.00000000,2026-02-22
HYPER,0.00000000,0.00000000,2026-02-22
SIGN,0.00000000,0.00000000,2026-02-22
STO,0.00000000,0.00000000,2026-02-22
SXT,0.00000000,0.00000000,2026-02-22
SYRUP,0.00000000,0.00000000,2026-02-22
KMNO,0.00000000,0.00000000,2026-02-22
USD1,0.00000000,0.00000000,2026-02-22
NXPC,0.00000000,0.00000000,2026-02-22
AWE,0.00000000,0.00000000,2026-02-22
HAEDAL,0.00000000,0.00000000,2026-02-22
HUMA,0.00000000,0.00000000,2026-02-22
A,0.00000000,0.00000000,2026-02-22
RESOLV,0.00000000,0.00000000,2026-02-22
HOME,0.00000000,0.00000000,2026-02-22
SPK,0.00000000,0.00000000,2026-02-22
NEWT,0.00000000,0.00000000,2026-02-22
SAHARA,0.00000000,0.00000000,2026-02-22
LA,0.00000000,0.00000000,2026-02-22
ERA,0.00000000,0.00000000,2026-02-22
RWUSD,8156.62679891,0.00000000,2026-02-22
C,0.00000000,0.00000000,2026-02-22
SKY,0.00000000,0.00000000,2026-02-22
A2Z,0.00000000,0.00000000,2026-02-22
SOMI,0.00000000,0.00000000,2026-02-22
TREE,0.00000000,0.00000000,2026-02-22
TOWNS,0.00000000,0.00000000,2026-02-22
PROVE,0.00000000,0.00000000,2026-02-22
MITO,0.00000000,0.00000000,2026-02-22
DOLO,0.00000000,0.00000000,2026-02-22
WLFI,0.00,0.00,2026-02-22
OPEN,0.00000000,0.00000000,2026-02-22
LINEA,0.00000000,0.00000000,2026-02-22
USDE,0.00000000,0.00000000,2026-02-22
HOLO,0.00000000,0.00000000,2026-02-22
PUMP,0.00,0.00,2026-02-22
ZKC,0.00000000,0.00000000,2026-02-22
AVNT,0.00000000,0.00000000,2026-02-22
BARD,0.00000000,0.00000000,2026-02-22
0G,0.00000000,0.00000000,2026-02-22
HEMI,0.00000000,0.00000000,2026-02-22
ASTER,0.00000000,0.00000000,2026-02-22
XPL,0.00000000,0.00000000,2026-02-22
NOM,0.00000000,0.00000000,2026-02-22
MIRA,0.00000000,0.00000000,2026-02-22
FF,0.00000000,0.00000000,2026-02-22
EDEN,0.00000000,0.00000000,2026-02-22
2Z,0.00000000,0.00000000,2026-02-22
WAL,0.00000000,0.00000000,2026-02-22
EUL,0.00000000,0.00000000,2026-02-22
ENSO,0.00000000,0.00000000,2026-02-22
YB,0.00000000,0.00000000,2026-02-22
ZBT,0.00000000,0.00000000,2026-02-22
TURTLE,0.00000000,0.00000000,2026-02-22
GIGGLE,0.00000000,0.00000000,2026-02-22
F,0.00000000,0.00000000,2026-02-22
ALLO,0.00000000,0.00000000,2026-02-22
KITE,0.00000000,0.00000000,2026-02-22
MMT,0.00000000,0.00000000,2026-02-22
SAPIEN,0.00000000,0.00000000,2026-02-22
BANK,0.00000000,0.00000000,2026-02-22
MET,0.00000000,0.00000000,2026-02-22
AT,0.00000000,0.00000000,2026-02-22
KGST,0.00000000,0.00000000,2026-02-22
FRAX,0.00000000,0.00000000,2026-02-22
BREV,0.00000000,0.00000000,2026-02-22
ZKP,0.00000000,0.00000000,2026-02-22
币安人生,0.00000000,0.00000000,2026-02-22
FOGO,0.00000000,0.00000000,2026-02-22
U,0.00000000,0.00000000,2026-02-22
RLUSD,0.00000000,0.00000000,2026-02-22
SENT,0.00000000,0.00000000,2026-02-22
ZAMA,0.00000000,0.00000000,2026-02-22
ESP,0.00000000,0.00000000,2026-02-22
